time,load_shortfall_3h
2018-01-08 15:00:00,17218.730258617463
2018-01-08 18:00:00,15923.474336456835
2018-01-08 21:00:00,14371.388782314669
2018-01-09 00:00:00,14464.405028365285
2018-01-09 03:00:00,10693.301100891384
2018-01-09 06:00:00,10522.319613561676
2018-01-09 09:00:00,13519.858065139635
2018-01-09 12:00:00,15781.337321038196
2018-01-09 15:00:00,13707.384637394602
2018-01-09 18:00:00,13755.505316780453
2018-01-09 21:00:00,14808.20398567354
2018-01-10 00:00:00,10924.853970304845
2018-01-10 03:00:00,9922.253819645119
2018-01-10 06:00:00,9462.11287408083
2018-01-10 09:00:00,11222.840787444547
2018-01-10 12:00:00,15709.903891149981
2018-01-10 15:00:00,14646.438789593769
2018-01-10 18:00:00,13380.035779291498
2018-01-10 21:00:00,13225.601280200728
2018-01-11 00:00:00,14910.056774140754
2018-01-11 03:00:00,10415.440467191665
2018-01-11 06:00:00,9625.986752592644
2018-01-11 09:00:00,12563.994072861115
2018-01-11 12:00:00,13966.881945328789
2018-01-11 15:00:00,12067.984625887268
2018-01-11 18:00:00,11190.841807911023
2018-01-11 21:00:00,17119.107919815433
2018-01-12 00:00:00,14616.498977244342
2018-01-12 03:00:00,8280.19323546111
2018-01-12 06:00:00,9547.819564099404
2018-01-12 09:00:00,9433.736492615342
2018-01-12 12:00:00,12309.458347267733
2018-01-12 15:00:00,14820.836769933505
2018-01-12 18:00:00,14065.563005728209
2018-01-12 21:00:00,15234.732127127956
2018-01-13 00:00:00,15067.899221149482
2018-01-13 03:00:00,8642.754851347854
2018-01-13 06:00:00,6120.324321459397
2018-01-13 09:00:00,11293.003545692069
2018-01-13 12:00:00,11631.113745725364
2018-01-13 15:00:00,15029.89560628704
2018-01-13 18:00:00,13154.6443384651
2018-01-13 21:00:00,13034.842783453509
2018-01-14 00:00:00,13035.698421169065
2018-01-14 03:00:00,7600.438442338868
2018-01-14 06:00:00,8694.943457813324
2018-01-14 09:00:00,8748.916692720262
2018-01-14 12:00:00,12383.2692826827
2018-01-14 15:00:00,14297.845979007845
2018-01-14 18:00:00,14678.072742916356
2018-01-14 21:00:00,13226.631324757622
2018-01-15 00:00:00,12078.182632522443
2018-01-15 03:00:00,9648.931867445746
2018-01-15 06:00:00,8188.506555897738
2018-01-15 09:00:00,10254.36991747779
2018-01-15 12:00:00,13828.930416828036
2018-01-15 15:00:00,12321.434732970318
2018-01-15 18:00:00,10686.982374956582
2018-01-15 21:00:00,12968.531950798611
2018-01-16 00:00:00,12681.405993163622
2018-01-16 03:00:00,7175.097699219726
2018-01-16 06:00:00,6474.33756896564
2018-01-16 09:00:00,10739.28084383559
2018-01-16 12:00:00,12644.155119003333
2018-01-16 15:00:00,12338.560510470606
2018-01-16 18:00:00,11129.02783044318
2018-01-16 21:00:00,11845.69070284793
2018-01-17 00:00:00,11091.431225470958
2018-01-17 03:00:00,5757.807145406754
2018-01-17 06:00:00,6340.100541291359
2018-01-17 09:00:00,7394.460523409102
2018-01-17 12:00:00,11201.512506511775
2018-01-17 15:00:00,10471.128244952755
2018-01-17 18:00:00,9559.347964536288
2018-01-17 21:00:00,14651.829581456146
2018-01-18 00:00:00,14194.74641522315
2018-01-18 03:00:00,7928.56909811785
2018-01-18 06:00:00,5858.872940217974
2018-01-18 09:00:00,9045.46851848526
2018-01-18 12:00:00,12225.538723858315
2018-01-18 15:00:00,15110.792074138515
2018-01-18 18:00:00,13860.121826471335
2018-01-18 21:00:00,16137.29350872157
2018-01-19 00:00:00,14575.044989786966
2018-01-19 03:00:00,8632.330033510209
2018-01-19 06:00:00,9636.987662355952
2018-01-19 09:00:00,12075.853000615994
2018-01-19 12:00:00,14004.031136926906
2018-01-19 15:00:00,13682.831264881032
2018-01-19 18:00:00,10771.88590877936
2018-01-19 21:00:00,12757.349908965487
2018-01-20 00:00:00,11478.036125096209
2018-01-20 03:00:00,8480.421816176642
2018-01-20 06:00:00,6167.302325562454
2018-01-20 09:00:00,8680.791501632297
2018-01-20 12:00:00,11727.75949244482
2018-01-20 15:00:00,11607.279942284771
2018-01-20 18:00:00,11070.8350539846
2018-01-20 21:00:00,12761.515728444436
2018-01-21 00:00:00,13808.25819987713
2018-01-21 03:00:00,8047.7406630314
2018-01-21 06:00:00,9548.353172733805
2018-01-21 09:00:00,10354.746183862784
2018-01-21 12:00:00,12947.909620671864
2018-01-21 15:00:00,10224.47686555928
2018-01-21 18:00:00,10213.953411778213
2018-01-21 21:00:00,10740.52479901957
2018-01-22 00:00:00,12472.918070448453
2018-01-22 03:00:00,8428.702871739448
2018-01-22 06:00:00,7052.833100364486
2018-01-22 09:00:00,8807.761916493442
2018-01-22 12:00:00,10142.526820003306
2018-01-22 15:00:00,10266.37121488838
2018-01-22 18:00:00,14612.095234296123
2018-01-22 21:00:00,13142.792605438324
2018-01-23 00:00:00,12489.440583237547
2018-01-23 03:00:00,8382.611857539741
2018-01-23 06:00:00,8561.96250145899
2018-01-23 09:00:00,11541.6129432764
2018-01-23 12:00:00,16230.827380402594
2018-01-23 15:00:00,12737.878936106123
2018-01-23 18:00:00,11866.557120113574
2018-01-23 21:00:00,15675.096117802766
2018-01-24 00:00:00,12977.261931075524
2018-01-24 03:00:00,9899.472733755189
2018-01-24 06:00:00,6895.35515707653
2018-01-24 09:00:00,13936.288293703241
2018-01-24 12:00:00,13868.846979755697
2018-01-24 15:00:00,13567.119324952688
2018-01-24 18:00:00,14599.871034530186
2018-01-24 21:00:00,14909.987804590344
2018-01-25 00:00:00,12480.59374462015
2018-01-25 03:00:00,9696.595791869651
2018-01-25 06:00:00,10107.165312949786
2018-01-25 09:00:00,13899.655611146552
2018-01-25 12:00:00,14673.604503287403
2018-01-25 15:00:00,11619.376766613861
2018-01-25 18:00:00,9722.515494924279
2018-01-25 21:00:00,9579.06943819084
2018-01-26 00:00:00,10305.626754023628
2018-01-26 03:00:00,5507.371469879286
2018-01-26 06:00:00,4871.006549086294
2018-01-26 09:00:00,7939.561269102504
2018-01-26 12:00:00,9659.036292206707
2018-01-26 15:00:00,11057.41276292323
2018-01-26 18:00:00,7335.787877551834
2018-01-26 21:00:00,11171.847044787304
2018-01-27 00:00:00,12205.932927714379
2018-01-27 03:00:00,4705.471240596211
2018-01-27 06:00:00,4114.308011094045
2018-01-27 09:00:00,7841.123617492917
2018-01-27 12:00:00,7845.643733911369
2018-01-27 15:00:00,9657.581270365637
2018-01-27 18:00:00,10891.028758900951
2018-01-27 21:00:00,11334.88854319295
2018-01-28 00:00:00,12652.785185260194
2018-01-28 03:00:00,7712.346635554056
2018-01-28 06:00:00,3407.9088752655875
2018-01-28 09:00:00,9873.004281006328
2018-01-28 12:00:00,8697.074979963905
2018-01-28 15:00:00,10583.04455142557
2018-01-28 18:00:00,11096.390072439071
2018-01-28 21:00:00,13109.952316718747
2018-01-29 00:00:00,11919.004526801411
2018-01-29 03:00:00,7569.240254456234
2018-01-29 06:00:00,9379.913335767478
2018-01-29 09:00:00,11384.62116222728
2018-01-29 12:00:00,12963.15088442589
2018-01-29 15:00:00,12668.226971673515
2018-01-29 18:00:00,13683.02704548922
2018-01-29 21:00:00,15003.556552700327
2018-01-30 00:00:00,12061.265408099269
2018-01-30 03:00:00,10477.241591796808
2018-01-30 06:00:00,9371.603222506696
2018-01-30 09:00:00,10954.055447889548
2018-01-30 12:00:00,13786.51600182142
2018-01-30 15:00:00,13642.460941979542
2018-01-30 18:00:00,12987.687181692932
2018-01-30 21:00:00,16347.94657621439
2018-01-31 00:00:00,13590.857657572078
2018-01-31 03:00:00,9146.517305321488
2018-01-31 06:00:00,7563.725769938443
2018-01-31 09:00:00,13329.980734056553
2018-01-31 12:00:00,12913.24860481675
2018-01-31 15:00:00,17213.11249917876
2018-01-31 18:00:00,15128.336903285697
2018-01-31 21:00:00,15107.014835711549
2018-02-01 00:00:00,11384.492123148084
2018-02-01 03:00:00,6379.459548235523
2018-02-01 06:00:00,6253.636196138336
2018-02-01 09:00:00,9381.52737067089
2018-02-01 12:00:00,9293.13694011518
2018-02-01 15:00:00,10115.286912480595
2018-02-01 18:00:00,10855.694386354808
2018-02-01 21:00:00,10344.547587004794
2018-02-02 00:00:00,13239.610784375314
2018-02-02 03:00:00,6028.999117557533
2018-02-02 06:00:00,7014.7952184028245
2018-02-02 09:00:00,8174.913213871805
2018-02-02 12:00:00,10439.270806804545
2018-02-02 15:00:00,9486.96847958384
2018-02-02 18:00:00,8935.334000204108
2018-02-02 21:00:00,9856.094853776603
2018-02-03 00:00:00,9971.035283156714
2018-02-03 03:00:00,6967.286612636408
2018-02-03 06:00:00,4921.874515052968
2018-02-03 09:00:00,6751.287782441333
2018-02-03 12:00:00,7627.749720320687
2018-02-03 15:00:00,6831.849393446359
2018-02-03 18:00:00,6790.467437510882
2018-02-03 21:00:00,7007.494668613384
2018-02-04 00:00:00,9910.507580131434
2018-02-04 03:00:00,7739.783664388176
2018-02-04 06:00:00,7297.892417870447
2018-02-04 09:00:00,7644.878739863578
2018-02-04 12:00:00,10954.455021661277
2018-02-04 15:00:00,9042.497308411394
2018-02-04 18:00:00,10412.134253159791
2018-02-04 21:00:00,11448.978405085762
2018-02-05 00:00:00,9440.713060609025
2018-02-05 03:00:00,6121.924694844776
2018-02-05 06:00:00,7028.755789083023
2018-02-05 09:00:00,9259.37348710132
2018-02-05 12:00:00,10407.031551386352
2018-02-05 15:00:00,9551.74936385992
2018-02-05 18:00:00,10610.584437400674
2018-02-05 21:00:00,10672.623257602692
2018-02-06 00:00:00,10776.683072615459
2018-02-06 03:00:00,9390.540920866277
2018-02-06 06:00:00,8577.751026461137
2018-02-06 09:00:00,12696.105348806446
2018-02-06 12:00:00,13646.821158062672
2018-02-06 15:00:00,12829.82511361527
2018-02-06 18:00:00,12167.661468492246
2018-02-06 21:00:00,12611.086210738731
2018-02-07 00:00:00,13058.432070865543
2018-02-07 03:00:00,9572.773937184711
2018-02-07 06:00:00,9345.430620970825
2018-02-07 09:00:00,12000.496002006726
2018-02-07 12:00:00,9877.208296146482
2018-02-07 15:00:00,10212.888949403306
2018-02-07 18:00:00,11210.806837942413
2018-02-07 21:00:00,12496.750799239215
2018-02-08 00:00:00,12279.106988283771
2018-02-08 03:00:00,8886.812778857513
2018-02-08 06:00:00,10308.249123644426
2018-02-08 09:00:00,10831.764296405065
2018-02-08 12:00:00,12928.567106662013
2018-02-08 15:00:00,12446.444998592602
2018-02-08 18:00:00,12938.779756478794
2018-02-08 21:00:00,14424.018849593727
2018-02-09 00:00:00,12990.987783759736
2018-02-09 03:00:00,9927.138109530135
2018-02-09 06:00:00,9722.193644308689
2018-02-09 09:00:00,11836.383111823523
2018-02-09 12:00:00,12285.38313520887
2018-02-09 15:00:00,13594.549964103027
2018-02-09 18:00:00,13148.571820230965
2018-02-09 21:00:00,14475.404006332377
2018-02-10 00:00:00,12812.406421501752
2018-02-10 03:00:00,11004.897976756129
2018-02-10 06:00:00,9810.024212707416
2018-02-10 09:00:00,7404.1091581142255
2018-02-10 12:00:00,12875.943004519408
2018-02-10 15:00:00,12067.266286204647
2018-02-10 18:00:00,12739.478719283503
2018-02-10 21:00:00,12260.61211530406
2018-02-11 00:00:00,13135.024130842896
2018-02-11 03:00:00,10721.354893212667
2018-02-11 06:00:00,10613.897667452724
2018-02-11 09:00:00,11266.978348182785
2018-02-11 12:00:00,12055.173034673295
2018-02-11 15:00:00,11672.926542027446
2018-02-11 18:00:00,12799.931496925521
2018-02-11 21:00:00,14551.744280887313
2018-02-12 00:00:00,12695.258986080662
2018-02-12 03:00:00,8287.871954779992
2018-02-12 06:00:00,6126.837035526215
2018-02-12 09:00:00,13284.284074025376
2018-02-12 12:00:00,13212.059121673825
2018-02-12 15:00:00,14632.451060799192
2018-02-12 18:00:00,15817.254128832486
2018-02-12 21:00:00,12750.374408364172
2018-02-13 00:00:00,13268.658964070382
2018-02-13 03:00:00,9193.79578160367
2018-02-13 06:00:00,10383.429175110992
2018-02-13 09:00:00,11173.852940535846
2018-02-13 12:00:00,9613.036399670687
2018-02-13 15:00:00,9350.593486902826
2018-02-13 18:00:00,6374.892616225029
2018-02-13 21:00:00,10609.928528928533
2018-02-14 00:00:00,13230.33158731277
2018-02-14 03:00:00,5438.01865228875
2018-02-14 06:00:00,4470.118147226697
2018-02-14 09:00:00,8847.93757203975
2018-02-14 12:00:00,8366.890839124695
2018-02-14 15:00:00,8684.645213100763
2018-02-14 18:00:00,9209.411058635937
2018-02-14 21:00:00,12167.239581115566
2018-02-15 00:00:00,12669.76970229447
2018-02-15 03:00:00,7819.861700686919
2018-02-15 06:00:00,6832.950671649305
2018-02-15 09:00:00,10639.82950432875
2018-02-15 12:00:00,13093.029887419832
2018-02-15 15:00:00,10879.347084702435
2018-02-15 18:00:00,12253.118343345934
2018-02-15 21:00:00,15959.248068183324
2018-02-16 00:00:00,13270.85385518966
2018-02-16 03:00:00,7548.237249869526
2018-02-16 06:00:00,8167.588448840518
2018-02-16 09:00:00,12345.814435989498
2018-02-16 12:00:00,14468.973719467993
2018-02-16 15:00:00,14325.192838024017
2018-02-16 18:00:00,14204.43026108652
2018-02-16 21:00:00,13754.088407655208
2018-02-17 00:00:00,13598.319638540144
2018-02-17 03:00:00,7550.658114579552
2018-02-17 06:00:00,4826.601530733116
2018-02-17 09:00:00,8409.871189060277
2018-02-17 12:00:00,11036.754264022667
2018-02-17 15:00:00,11634.334742481038
2018-02-17 18:00:00,12424.961058504596
2018-02-17 21:00:00,15446.498783808398
2018-02-18 00:00:00,13484.673471060561
2018-02-18 03:00:00,7318.885090258298
2018-02-18 06:00:00,8802.323862788735
2018-02-18 09:00:00,8656.620194607549
2018-02-18 12:00:00,12538.01618902451
2018-02-18 15:00:00,10808.94968967038
2018-02-18 18:00:00,10954.31976632104
2018-02-18 21:00:00,11549.227318383815
2018-02-19 00:00:00,12192.752310697575
2018-02-19 03:00:00,9237.166195387901
2018-02-19 06:00:00,7676.360507721733
2018-02-19 09:00:00,12839.229072576965
2018-02-19 12:00:00,10993.03516004181
2018-02-19 15:00:00,10748.180845556786
2018-02-19 18:00:00,10897.066787478167
2018-02-19 21:00:00,10606.478680990504
2018-02-20 00:00:00,11253.609953318657
2018-02-20 03:00:00,6177.123065038659
2018-02-20 06:00:00,5262.413791730711
2018-02-20 09:00:00,9210.70279620279
2018-02-20 12:00:00,8761.500813394623
2018-02-20 15:00:00,8953.742430562726
2018-02-20 18:00:00,9924.865714907626
2018-02-20 21:00:00,7141.451448055786
2018-02-21 00:00:00,11978.227111660322
2018-02-21 03:00:00,4407.8667958154065
2018-02-21 06:00:00,2060.234482167353
2018-02-21 09:00:00,8032.953480607277
2018-02-21 12:00:00,9299.055036620688
2018-02-21 15:00:00,9887.95550558732
2018-02-21 18:00:00,13612.29117489703
2018-02-21 21:00:00,12290.202702827619
2018-02-22 00:00:00,12126.697864208549
2018-02-22 03:00:00,9436.382930812244
2018-02-22 06:00:00,7490.371572718223
2018-02-22 09:00:00,11659.8210987671
2018-02-22 12:00:00,12496.282411610307
2018-02-22 15:00:00,11829.230447807522
2018-02-22 18:00:00,10017.480715008283
2018-02-22 21:00:00,12107.68229220346
2018-02-23 00:00:00,11707.19780232888
2018-02-23 03:00:00,7888.061168877988
2018-02-23 06:00:00,6663.2211801518015
2018-02-23 09:00:00,13363.987664413311
2018-02-23 12:00:00,13863.65065320074
2018-02-23 15:00:00,12044.626452147742
2018-02-23 18:00:00,11155.486760143587
2018-02-23 21:00:00,13082.04608496176
2018-02-24 00:00:00,12377.74406317896
2018-02-24 03:00:00,10380.24766681702
2018-02-24 06:00:00,9609.511986341913
2018-02-24 09:00:00,12173.039188002273
2018-02-24 12:00:00,14058.235492812395
2018-02-24 15:00:00,12782.937076858723
2018-02-24 18:00:00,12066.073851902573
2018-02-24 21:00:00,13717.908674873646
2018-02-25 00:00:00,14100.967163584124
2018-02-25 03:00:00,10727.166878157075
2018-02-25 06:00:00,9745.244701162299
2018-02-25 09:00:00,14193.62945663789
2018-02-25 12:00:00,15048.132874015657
2018-02-25 15:00:00,12127.681423327651
2018-02-25 18:00:00,11984.03754151143
2018-02-25 21:00:00,11812.917715852993
2018-02-26 00:00:00,13022.189508998
2018-02-26 03:00:00,8845.438066690214
2018-02-26 06:00:00,8810.051983627776
2018-02-26 09:00:00,9711.389512446614
2018-02-26 12:00:00,12331.650973259282
2018-02-26 15:00:00,12462.609799623826
2018-02-26 18:00:00,11289.375953510576
2018-02-26 21:00:00,14688.725902166114
2018-02-27 00:00:00,12672.352848520999
2018-02-27 03:00:00,6976.374056748169
2018-02-27 06:00:00,6668.123002033263
2018-02-27 09:00:00,10083.140999560399
2018-02-27 12:00:00,14597.23001630453
2018-02-27 15:00:00,12098.761138952172
2018-02-27 18:00:00,14358.962203117233
2018-02-27 21:00:00,15512.8402472799
2018-02-28 00:00:00,8722.322965888488
2018-02-28 03:00:00,8518.228884362774
2018-02-28 06:00:00,6864.2165891425775
2018-02-28 09:00:00,10484.561776283144
2018-02-28 12:00:00,9987.04071521517
2018-02-28 15:00:00,6695.242861906861
2018-02-28 18:00:00,6589.231331571427
2018-02-28 21:00:00,4543.491846960968
2018-03-01 00:00:00,7647.221746383528
2018-03-01 03:00:00,5183.067403614628
2018-03-01 06:00:00,2509.6307421564543
2018-03-01 09:00:00,3406.65229701002
2018-03-01 12:00:00,6391.1807377795085
2018-03-01 15:00:00,7149.024735208559
2018-03-01 18:00:00,5459.855581901261
2018-03-01 21:00:00,4144.6797037290125
2018-03-02 00:00:00,5940.804280638215
2018-03-02 03:00:00,4740.317755220922
2018-03-02 06:00:00,4662.21912880161
2018-03-02 09:00:00,8559.369464114401
2018-03-02 12:00:00,10289.809690557662
2018-03-02 15:00:00,9052.820810695908
2018-03-02 18:00:00,8020.688828845683
2018-03-02 21:00:00,11114.684842904418
2018-03-03 00:00:00,5343.402435838451
2018-03-03 03:00:00,4119.7022531435905
2018-03-03 06:00:00,1516.7478247399288
2018-03-03 09:00:00,5042.458537693283
2018-03-03 12:00:00,7705.4774112994655
2018-03-03 15:00:00,6682.113887687176
2018-03-03 18:00:00,9216.819586871268
2018-03-03 21:00:00,8521.976889496196
2018-03-04 00:00:00,5992.044552225363
2018-03-04 03:00:00,3910.4095533500767
2018-03-04 06:00:00,6252.355847852118
2018-03-04 09:00:00,3899.189421963749
2018-03-04 12:00:00,6548.981216357585
2018-03-04 15:00:00,6389.344773129636
2018-03-04 18:00:00,6679.572794180086
2018-03-04 21:00:00,5752.3459431569745
2018-03-05 00:00:00,7520.713773871625
2018-03-05 03:00:00,3118.3046587906956
2018-03-05 06:00:00,1080.8658032521578
2018-03-05 09:00:00,7342.093053569867
2018-03-05 12:00:00,5772.042293696675
2018-03-05 15:00:00,4431.833747293641
2018-03-05 18:00:00,3549.195762762712
2018-03-05 21:00:00,5364.408786749502
2018-03-06 00:00:00,9679.221098738737
2018-03-06 03:00:00,9277.783565817463
2018-03-06 06:00:00,4008.7502504791287
2018-03-06 09:00:00,11720.16304960058
2018-03-06 12:00:00,8356.948067832893
2018-03-06 15:00:00,8183.55177458851
2018-03-06 18:00:00,7830.159096956466
2018-03-06 21:00:00,9872.38862637591
2018-03-07 00:00:00,7654.011066287247
2018-03-07 03:00:00,10647.06266195238
2018-03-07 06:00:00,8107.655071282405
2018-03-07 09:00:00,11585.5985390963
2018-03-07 12:00:00,12214.199097989027
2018-03-07 15:00:00,12417.100739551306
2018-03-07 18:00:00,13395.061275774096
2018-03-07 21:00:00,14117.575909761717
2018-03-08 00:00:00,13667.664895476251
2018-03-08 03:00:00,9836.773882435113
2018-03-08 06:00:00,7473.386889506511
2018-03-08 09:00:00,10188.292359839397
2018-03-08 12:00:00,12641.198965449938
2018-03-08 15:00:00,13551.294043571352
2018-03-08 18:00:00,13889.930871331722
2018-03-08 21:00:00,14404.791899671078
2018-03-09 00:00:00,11666.416343841183
2018-03-09 03:00:00,8877.06018919322
2018-03-09 06:00:00,7758.3377170677
2018-03-09 09:00:00,12771.214836351337
2018-03-09 12:00:00,10925.30744125575
2018-03-09 15:00:00,12699.780962383576
2018-03-09 18:00:00,12187.477864089398
2018-03-09 21:00:00,14794.267214722962
2018-03-10 00:00:00,10091.432908407123
2018-03-10 03:00:00,9058.0931786948
2018-03-10 06:00:00,7650.366084836064
2018-03-10 09:00:00,10119.69535309565
2018-03-10 12:00:00,13115.49805432138
2018-03-10 15:00:00,13486.524688368918
2018-03-10 18:00:00,10448.412546459795
2018-03-10 21:00:00,13139.01776256431
2018-03-11 00:00:00,9805.081726314029
2018-03-11 03:00:00,5385.8772351909065
2018-03-11 06:00:00,3609.01180490799
2018-03-11 09:00:00,9820.490874899322
2018-03-11 12:00:00,11488.821712370105
2018-03-11 15:00:00,10437.099633700316
2018-03-11 18:00:00,7395.470821216476
2018-03-11 21:00:00,9807.084203415934
2018-03-12 00:00:00,10987.373849261352
2018-03-12 03:00:00,8736.120318542675
2018-03-12 06:00:00,7307.403073559325
2018-03-12 09:00:00,12717.450443999887
2018-03-12 12:00:00,15664.104619554786
2018-03-12 15:00:00,15359.122170993389
2018-03-12 18:00:00,15299.045746278634
2018-03-12 21:00:00,14328.105880441375
2018-03-13 00:00:00,12704.109045122288
2018-03-13 03:00:00,8768.913627387556
2018-03-13 06:00:00,8208.124683441034
2018-03-13 09:00:00,11018.2450686956
2018-03-13 12:00:00,10831.257062332865
2018-03-13 15:00:00,8967.605796242415
2018-03-13 18:00:00,8695.8696726211
2018-03-13 21:00:00,11880.977421889493
2018-03-14 00:00:00,12297.492812936576
2018-03-14 03:00:00,7477.767464990673
2018-03-14 06:00:00,5177.978282962126
2018-03-14 09:00:00,8351.558750531127
2018-03-14 12:00:00,9899.365496952507
2018-03-14 15:00:00,9092.396529364625
2018-03-14 18:00:00,8360.772480247639
2018-03-14 21:00:00,6584.863461451726
2018-03-15 00:00:00,4453.463389658234
2018-03-15 03:00:00,-809.1886665297525
2018-03-15 06:00:00,1741.3259780682024
2018-03-15 09:00:00,5059.604940084594
2018-03-15 12:00:00,6559.257426733218
2018-03-15 15:00:00,5286.087089213124
2018-03-15 18:00:00,7052.637015212126
2018-03-15 21:00:00,6290.46952468845
2018-03-16 00:00:00,9809.33095215561
2018-03-16 03:00:00,7200.516763421448
2018-03-16 06:00:00,5963.051559417347
2018-03-16 09:00:00,8785.280865405108
2018-03-16 12:00:00,9149.387698993189
2018-03-16 15:00:00,7558.855968985559
2018-03-16 18:00:00,6527.127180436249
2018-03-16 21:00:00,9369.648520167939
2018-03-17 00:00:00,8800.978801371959
2018-03-17 03:00:00,3821.3289640562425
2018-03-17 06:00:00,4908.795288466881
2018-03-17 09:00:00,8732.337147585202
2018-03-17 12:00:00,8948.705123436024
2018-03-17 15:00:00,9290.838074715857
2018-03-17 18:00:00,4178.028615229219
2018-03-17 21:00:00,6649.982163260789
2018-03-18 00:00:00,7095.35119693239
2018-03-18 03:00:00,4775.147944080562
2018-03-18 06:00:00,3532.338850996225
2018-03-18 09:00:00,7330.549375404215
2018-03-18 12:00:00,7923.889265077722
2018-03-18 15:00:00,5554.152677393659
2018-03-18 18:00:00,3258.830943085244
2018-03-18 21:00:00,7626.73272723262
2018-03-19 00:00:00,11624.716934160775
2018-03-19 03:00:00,6758.60003088673
2018-03-19 06:00:00,5646.845886199324
2018-03-19 09:00:00,8260.68410236796
2018-03-19 12:00:00,6237.028232063857
2018-03-19 15:00:00,9180.187744173967
2018-03-19 18:00:00,10313.20349174738
2018-03-19 21:00:00,7665.170818039819
2018-03-20 00:00:00,6311.156789969114
2018-03-20 03:00:00,5400.655088719896
2018-03-20 06:00:00,3496.2482791740113
2018-03-20 09:00:00,8084.895495524734
2018-03-20 12:00:00,7844.424646108328
2018-03-20 15:00:00,6958.953756282189
2018-03-20 18:00:00,3887.14659509857
2018-03-20 21:00:00,7364.470630068162
2018-03-21 00:00:00,9337.629663349682
2018-03-21 03:00:00,6253.349193138415
2018-03-21 06:00:00,6416.478404372925
2018-03-21 09:00:00,8601.11654381532
2018-03-21 12:00:00,7828.243751360116
2018-03-21 15:00:00,8160.991640578585
2018-03-21 18:00:00,9013.490687379599
2018-03-21 21:00:00,8783.033330254615
2018-03-22 00:00:00,8939.388171357372
2018-03-22 03:00:00,5761.530765421488
2018-03-22 06:00:00,5893.536368051986
2018-03-22 09:00:00,9059.398651615998
2018-03-22 12:00:00,8899.357371788856
2018-03-22 15:00:00,10055.58223206715
2018-03-22 18:00:00,7714.299970558461
2018-03-22 21:00:00,10713.459676979213
2018-03-23 00:00:00,11367.188270580857
2018-03-23 03:00:00,9134.56118079518
2018-03-23 06:00:00,8339.153240623053
2018-03-23 09:00:00,11005.821479938313
2018-03-23 12:00:00,10801.151562380575
2018-03-23 15:00:00,9888.632727365944
2018-03-23 18:00:00,5952.516644602679
2018-03-23 21:00:00,7453.6181842869855
2018-03-24 00:00:00,3877.70686323388
2018-03-24 03:00:00,-3542.4777034441477
2018-03-24 06:00:00,-468.7998968894133
2018-03-24 09:00:00,2449.2524910238917
2018-03-24 12:00:00,2476.971154804697
2018-03-24 15:00:00,2829.1728800270416
2018-03-24 18:00:00,2715.452103767296
2018-03-24 21:00:00,3629.3446646958496
